RTENO,RTENAME,Av_HMindex
14047,OAK GROVE,0.2773701548576355
14048,GLAMIS,0.04499457776546478
14049,PALO VERDE,0.2913682162761688
14050,SAN YSIDRO,0.8192499876022339
14051,ANZA BORREGO,0.0785520151257515
14052,HOLLISTER,0.41326412558555603
14053,COALINGA,0.10032957792282104
14054,ORANGE COVE,0.3004904091358185
14055,LAKE SUCCESS,0.3062871992588043
14056,DARWIN,0.022296186536550522
14057,MORRO BAY,0.35967695713043213
14058,EUREKA VAL,0.00640599662438035
14059,INYOKERN,0.09939085692167282
14060,LENWOOD,0.2174317091703415
14062,IVANPAH,0.04573315382003784
14063,TRONA,0.42982515692710876
14064,TECOPA,0.0075799874030053616
14065,SODA LAKE,0.09392659366130829
14066,BIG BEAR,0.22130800783634186
14067,ESSEX,0.036580607295036316
14068,FLYNN,0.044263001531362534
14069,IRON MTNS,0.036446038633584976
14070,COACHELLA CN,0.15821446478366852
14071,POINT REYES,0.3473348915576935
14073,INGALLS,0.18726688623428345
14074,MARTINS FY,0.07398160547018051
14075,RIO DELL,0.22587986290454865
14076,RAVENDALE,0.027832284569740295
14077,SHASTA LAKE,0.06886710971593857
14078,JOHNSVILLE,0.08996450901031494
14079,COHASSET,0.28721192479133606
14080,ORLAND,0.43194741010665894
14081,NAVARRO,0.17269101738929749
14082,WOODFORDS,0.05167509242892265
14083,FAIRFAX,0.30402296781539917
14084,BENTON,0.03102436475455761
14085,LUCERNE VAL,0.124881312251091
14086,HAVASU LAKE,0.06211181357502937
14088,COTTONWOOD,0.009414425119757652
14089,NILAND,0.3694065511226654
14090,BLYTHE,0.10703989863395691
14092,ALAMO RIVER,0.4669708013534546
14093,IMPERIAL DAM,0.42183956503868103
14094,FT IRWIN,0.15704092383384705
14095,LUMBERYARD,0.04568372666835785
14096,BODIE,0.01422974281013012
14097,ONO,0.22035939991474152
14098,FOLSOM,0.3572234511375427
14099,S CATALINA,0.1469125747680664
14103,SAWMILL MTN,0.18649497628211975
14104,TUJUNGA,0.23489679396152496
14105,EL TORO,0.8177772760391235
14106,MESA GRANDE,0.12916380167007446
14107,LAKE HEMET,0.26185324788093567
14108,CARMEL VAL,0.16393934190273285
14109,CIMA,0.025488069280982018
14110,GREENHORN MT,0.09742582589387894
14111,VALERMO,0.2298503816127777
14112,PEARBLOSSOM,0.26655450463294983
14114,SISQUOC,0.15062826871871948
14116,LONE PINE,0.11165807396173477
14117,SILVER CITY,0.1587485522031784
14118,LOCKWOOD VAL,0.060640934854745865
14119,ELSINORE MTN,0.27755236625671387
14120,CP PENDLETON,0.4550151526927948
14122,CUYAMACA PK,0.2415696531534195
14123,ADELAIDA,0.18642659485340118
14124,DEATH VALLEY,0.004684847313910723
14125,MARICOPA,0.5716639161109924
14126,ANZA,0.2752983868122101
14128,KELSO VALLEY,0.06864165514707565
14129,MT BALDY,0.28488117456436157
14130,GREEN VALLEY,0.20515017211437225
14131,JOSHUA TREE,0.2490997016429901
14132,KINGS CANYON,0.05281813070178032
14133,ELIZABETH LK,0.3497847020626068
14134,VENTUCOPA,0.12459999322891235
14135,SANTA CRUZ I,0.043204449117183685
14136,LAKE CACHUMA,0.13956080377101898
14137,JACUMBA,0.2725679278373718
14138,CRESTON,0.2222055196762085
14139,GREENWATER V,0.004171727225184441
14140,CARRIZO PLN,0.10689900070428848
14141,WHITE RIVER,0.19971014559268951
14145,SHAFTER,0.44055476784706116
14147,ARVIN,0.4643993079662323
14148,GLENN,0.46787747740745544
14149,ATWATER,0.4620426595211029
14150,BRAWLEY,0.3765942454338074
14151,LIKELY,0.07474960386753082
14153,GOLD HILL,0.41536766290664673
14154,CROWLEY LAKE,0.013343843631446362
14155,WESTLEY,0.5526711940765381
14156,TUOLUMNE GR,0.04089389741420746
14157,JACKSON,0.3126711845397949
14158,SATTLEY,0.14091737568378448
14159,OROVILLE,0.41425788402557373
14160,LONGVALE,0.0932597890496254
14161,TEHAMA,0.08794238418340683
14162,HONEY LAKE,0.06610248982906342
14163,REDDING,0.5253983736038208
14164,JUNCTION CTY,0.08225338160991669
14165,DAVIS CREEK,0.08287867903709412
14166,DORRIS,0.23042966425418854
14167,ORLEANS,0.12727418541908264
14168,MACDOEL,0.13425004482269287
14169,MCCLOUD,0.290214866399765
14170,BRIDGEPORT,0.02790786698460579
14171,TRANQUILLITY,0.540230929851532
14172,MORAGA,0.540645182132721
14173,LOCKWOOD,0.15775378048419952
14174,OFFIELD MTN,0.07248625159263611
14175,MT SHASTA,0.07614191621541977
14176,CLEAR LK RES,0.0344858393073082
14177,CEDARVILLE,0.1004694253206253
14178,ALDERPOINT,0.23228082060813904
14179,YOLLA BOLLY,0.1644170582294464
14180,BUTTE MEADOW,0.07372330874204636
14181,GENESEE,0.07987435162067413
14182,LAYTONVILLE,0.1654069721698761
14183,BARTLETT SPS,0.19202785193920135
14184,HIGGINS CORN,0.3870101571083069
14185,DOWNIEVILLE,0.080902598798275
14186,MARK WEST,0.5484093427658081
14187,ZAMORA,0.49806907773017883
14188,RIVERTON,0.06897351890802383
14189,COYOTE,0.41882601380348206
14190,COPPEROPOLIS,0.3027028739452362
14191,ONEALS,0.21100187301635742
14192,DEEP SPRINGS,0.004505947232246399
14193,BODEGA BAY,0.24382537603378296
14194,WATERMAN GAP,0.33443644642829895
14195,GREENFIELD,0.304288774728775
14196,ORA LOMA,0.3900147080421448
14197,TIPTON,0.5571303963661194
14198,YREKA,0.21394594013690948
14199,BARTLE,0.0699227899312973
14200,KORBEL,0.10813499242067337
14201,HAT CREEK,0.06165311112999916
14202,GLEN ELLEN,0.3462788760662079
14203,LIVERMORE,0.5376097559928894
14204,ATHLONE,0.37722012400627136
14205,LAKESHORE,0.24235521256923676
14210,UKIAH,0.10959764569997787
14213,TAHOE NF,0.09541470557451248
14221,CLEVELAND NF,0.15542709827423096
14245,BUENA VISTA,0.4419414699077606
14303,TRACY,0.490416020154953
14308,CHAOS CRATER,0.0469968318939209
14313,ANGELUS OAKS,0.2741642892360687
14319,PESCADERO,0.19475607573986053
14341,CAL HOT SPGS,0.2116093933582306
14352,STATEN IS.,0.529168963432312
14357,POLOMA,0.3271653950214386
14366,WOODLANDS,0.2065785676240921
14401,HIOUCHI,0.0988817811012268
14402,LONESOME RDG,0.10503730177879333
14403,WHISKEYTOWN,0.04463540017604828
14404,DIRIGIO,0.042082201689481735
14405,HACKAMORE,0.04970898851752281
14406,TIONESTA,0.05736900120973587
14407,CROWDER FLAT,0.03647291660308838
14408,MADELINE,0.033751800656318665
14409,BURNT RANCH,0.0536288283765316
14410,FRENCH GULCH,0.06414829939603806
14411,TOMHEAD,0.07756596058607101
14412,FALL RIVER MILLS,0.08820109069347382
14413,CHESTER,0.05992448329925537
14414,GOUMAZ,0.03588832914829254
14415,PAXTON,0.11508528888225555
14416,MEADOW VALLEY,0.08108387887477875
14417,LITTLE TRUCKEE,0.039025552570819855
14418,FOREST HILL,0.08747901767492294
14419,POLLOCK PINES,0.0694560557603836
14420,PLACERVILLE,0.11304840445518494
14421,COULTERVILLE,0.11973568052053452
14422,WAWONA,0.22405822575092316
14423,PINE MOUNTAIN,0.1269022524356842
14424,KERNVILLE,0.14364397525787354
14425,SOUTH LAKE,0.24475416541099548
14426,CRESTVIEW,0.00721182394772768
14427,ALAMAR,0.04112508147954941
14428,BIG FLAT,0.09092752635478973
14430,MEDICINE MTN.,0.0651526004076004
14431,HAY FORK,0.05007122457027435
14432,HOUGH SPRINGS,0.07347268611192703
14433,CHILCOOT,0.07981599867343903
14434,STRAWBERRY,0.09122304618358612
14435,FRIDAY RIDGE,0.0925159901380539
14436,LAST CHANCE,0.05541261285543442
14900,IRON GATE,0.1401457041501999
14901,GAZELLE,0.08516870439052582
14902,SHIP MTN.,0.07357675582170486
14903,PILOT CREEK,0.06723473966121674
14907,CHOLLA GARD.,0.008372228592634201
14908,REDWOOD N.P.,0.14223866164684296
14953,NA,0.05939869582653046
17001,MAYBELL,0.08392568677663803
17002,GREAT DIVIDE,0.05754664167761803
17003,YAMPA,0.24426300823688507
17004,HARMONY,0.44878000020980835
17005,BRIGGSDALE,0.2202470898628235
17006,PINNEO,0.12517860531806946
17007,FLEMING,0.46365705132484436
17008,DOUGLAS PASS,0.0769474059343338
17009,BUFORD,0.14024299383163452
17010,ASPEN,0.27824702858924866
17011,CHEESMAN LK,0.14473772048950195
17012,KIOWA,0.13476517796516418
17013,LAST CHANCE,0.172345831990242
17014,ABARR,0.27027133107185364
17015,DELTA,0.09882425516843796
17016,COLONA,0.07426051795482635
17017,PARLIN,0.08605621010065079
17018,MOFFAT,0.12643258273601532
17019,RUSH,0.1143227145075798
17020,BOYERO,0.13331009447574615
17021,LAMAR,0.3419545888900757
17023,FALFA,0.3526398837566376
17027,GILPIN,0.09909152239561081
17028,TWO BUTTES,0.3219855725765228
17031,WRAY GULCH,0.07369107753038406
17032,WILSON CREEK,0.17191238701343536
17033,WALDEN,0.10039743036031723
17034,LOST LAKE,0.067045658826828
17035,HUDSON,0.48280254006385803
17036,WILDHORSE L,0.1626155972480774
17037,WAVERLY,0.37502631545066833
17038,FRUITA,0.4150157570838928
17039,WILLOW PEAK,0.049237992614507675
17040,RED CLIFF,0.09677434712648392
17041,TARRYALL,0.05900787562131882
17042,ADAMS CO.,0.38690975308418274
17043,GORDON CREEK,0.3330659866333008
17044,BETHUNE,0.3384151756763458
17045,UNCOMPAHGRE,0.06317956000566483
17046,CASTLETON,0.10467058420181274
17047,DOYLEVILLE,0.06477944552898407
17048,GUFFEY,0.0749170184135437
17049,EDISON,0.10069244354963303
17050,CROWLEY,0.15572865307331085
17051,CHEYENNE,0.21615472435951233
17052,DOLORES RIV,0.05424243211746216
17053,LAKE CITY,0.041992537677288055
17055,ALAMOSA,0.136901393532753
17056,TRINCHERA,0.07167433202266693
17057,VILLEGREEN,0.06354521214962006
17058,CAMPO,0.13610436022281647
17122,CORTEZ,0.38028261065483093
17124,BLACKHEAD PK,0.1286754310131073
17125,SAN LUIS,0.08108986169099808
17126,CONE MTN,0.06779675930738449
17153,RIO GRNDS RS,0.03913993760943413
17154,SUMMITVILLE,0.08759431540966034
17201,BROWNS PARK,0.05412519350647926
17202,DUNCKLEY PAS,0.05713408812880516
17203,BUFFALO PARK,0.08479373157024384
17204,DEADMAN RD.,0.10121642053127289
17205,GROVER,0.20354023575782776
17206,STONEHAM,0.1968497633934021
17207,AMHERST,0.41497233510017395
17208,DE BEQUE,0.1671675443649292
17209,FLATTOPS,0.06487219780683517
17210,THOMASVILLE,0.06417537480592728
17211,GUANELLA PAS,0.07838384807109833
17212,PROSPECT VAL,0.34596922993659973
17213,LIMON,0.3047710657119751
17214,KIRK,0.31689444184303284
17215,PINON,0.07919101417064667
17216,PAONIA,0.17065295577049255
17217,TINCUP,0.044867824763059616
17218,WET MTNS.,0.10773620754480362
17219,DOYLE BRIDGE,0.13431866466999054
17220,HASWELL,0.0915677398443222
17221,NEEGRANDE,0.15926457941532135
17222,GROUNDHOG RS,0.03819756209850311
17223,PIEDRA,0.09684358537197113
17224,FOX CREEK,0.11120867729187012
17225,MOSCA,0.16135747730731964
17226,COKEDALE,0.13019363582134247
17227,NINAVIEW,0.07343421131372452
17228,EDLER,0.23361633718013763
17301,DINOSAUR,0.04853247478604317
17302,LAY,0.05991377308964729
17303,STEAMBOAT L.,0.10013764351606369
17304,COMMANCHE PK,0.07095184177160263
17305,NUNN,0.2570967972278595
17306,FORT MORGAN,0.3326427936553955
17307,JULESBURG,0.3642372488975525
17308,BAXTER PASS,0.0546988882124424
17309,RAGGED MTN.,0.07346110045909882
17310,WESTON PASS,0.0790582224726677
17311,COMO,0.07493428140878677
17312,BENNETT,0.35287168622016907
17313,FLAGLER,0.38342684507369995
17314,BURLINGTON,0.4603249430656433
17315,BASIN,0.054573096334934235
17316,POWDERHORN,0.05271988734602928
17317,MARSHALL PAS,0.056995078921318054
17318,GRIBBLES PRK,0.07762530446052551
17319,ELLICOTT,0.197064608335495
17320,KARVAL,0.16922730207443237
17321,SHERIDAN LAK,0.40467989444732666
17322,MCPHEE RES.,0.04733610525727272
17323,ANIMAS,0.2682667672634125
17324,SOUTH FORK,0.08685661852359772
17325,ANTONITO,0.08265618979930878
17326,WALSENBURG,0.08362290263175964
17327,TIMPAS,0.1133674681186676
17328,PRITCHETT,0.16261470317840576
17900,ARSENAL,0.3977574110031128
17901,ROCKPORT,0.17056497931480408
17902,MOUNT EVANS,0.1493569016456604
17903,MESAVERDE NP,0.054268885403871536
18001,MYSTIC,0.5485638976097107
18003,BUCKINGHAM,0.47017771005630493
18004,UNCASVILLE,0.48064449429512024
18005,WOODSTOCK,0.3607391119003296
18006,WESTBROOK,0.5684247016906738
18007,WILLIMANTIC,0.5028817653656006
18008,NO WOODBURY,0.47346019744873047
18009,SHERMAN,0.38694247603416443
18010,GREENWICH,0.5258656144142151
18011,DANBURY,0.5352017879486084
18012,WARREN,0.36769717931747437
18013,LONG HILL,0.5335257053375244
18014,MID HADDAM,0.4661112129688263
18015,SOUTHINGTON,0.669808030128479
18102,NEW HARTFORD,0.41643574833869934
18116,GRANBY,0.4682762920856476
21001,MT PLEASANT,0.6119081377983093
21002,WILMINGTON,0.732426106929779
21003,HARRINGTON,0.5709186792373657
21004,FREDERICA,0.5430635213851929
21006,FRANKFORD,0.5204184651374817
21007,HOLLEYVILLE,0.5731934309005737
21008,LOWES XRDS,0.5789388418197632
21010,MILTON,0.60181725025177
21105,BLACKBIRD,0.4821401834487915
21109,GEORGETOWN,0.512421727180481
25001,OAK GROVE,0.29495295882225037
25002,FT WALTN BCH,0.6940855979919434
25003,MOSSY HEAD,0.3051915764808655
25004,BLOUNTSTOWN,0.2147618681192398
25005,BROAD BRANCH,0.2354126125574112
25006,MICCOSUKEE,0.3974747359752655
25007,SEMINOLE HLS,0.21717090904712677
25009,PORT ST JOE,0.15227913856506348
25010,COVINGTON,0.22735029458999634
25011,STEINHATCHEE,0.18684625625610352
25012,BELMONT,0.2814866602420807
25014,ROMEO,0.3955162465572357
25015,FT GADSDEN,0.10070335119962692
25017,MYAKKA HEAD,0.46219542622566223
25018,ST AUGUSTINE,0.41030097007751465
25019,HILLIARD,0.35768038034439087
25020,SAN ANTONIO,0.4923698604106903
25021,BELMORE,0.31779757142066956
25022,POLK CITY,0.5752907991409302
25023,MABEL,0.4679872393608093
25024,CHILDS,0.4757862985134125
25025,SCOTTSMOOR,0.43167224526405334
25026,SUNNILAND GR,0.4275616407394409
25027,FT LONESOME,0.35872676968574524
25028,PINECREST,0.05183853209018707
25030,KENANSVILLE,0.24318617582321167
25031,INDIANTOWN,0.3399438261985779
25036,PLANTATION K,0.473402738571167
25037,SANDERSON,0.29567357897758484
25038,DOCTOR INLET,0.629841685295105
25040,ANDYTOWN,0.19623856246471405
25051,SANTA ROSA,0.5164558291435242
25052,BLACKWATER,0.10449858009815216
25053,DEFUNIAK SPR,0.3504504859447479
25054,BETTS,0.2928082346916199
25055,MILLER XRDS,0.30449172854423523
25056,HIXTOWN SWMP,0.22183848917484283
25057,BLOXHAM,0.1055004671216011
25058,DOWLING PARK,0.3456607162952423
25059,HILDRETH,0.44701579213142395
25060,CALLAHAN,0.3532276749610901
25061,PINETTA,0.341959685087204
25062,ALLIGATOR PT,0.1546209752559662
25063,FT MCCOY,0.3212163746356964
25064,DEANVILLE,0.2651974856853485
25065,FLEMINGTON,0.4921957850456238
25066,NOBLETON,0.39024049043655396
25067,PENNYWASH CR,0.28848177194595337
25068,WINTER GARDN,0.7272841930389404
25069,KISSIMMEE,0.5676829814910889
25070,PLEASANT GR,0.6680596470832825
25071,SANDY,0.31686854362487793
25072,GARDNER,0.33678147196769714
25073,ARBUCKLE,0.41930800676345825
25074,ST LUCIE,0.3296704888343811
25076,SHAWANO,0.43038126826286316
25077,DAVIE,0.855719268321991
25079,HOMESTEAD,0.2404792159795761
25081,DEVILS GARDN,0.17981261014938354
25082,PALMDALE,0.17015975713729858
25084,CROSS CITY,0.21987511217594147
25085,ARIPEKA,0.6483250856399536
25086,ALVA,0.3622635006904602
25087,WEAVER STN,0.2515028715133667
25108,BRISTOL,0.26918748021125793
25113,ISLAND GROVE,0.32416269183158875
25116,CITRUS PARK,0.7333874106407166
25129,LAKE BUFFUM,0.3488526940345764
25132,PUNTA GORDA,0.5684372186660767
25135,FLAMINGO,0.009012735448777676
25175,VERO BEACH,0.6621760725975037
25178,REDLANDS,0.6157907843589783
25180,CARD SOUND,0.255912721157074
25183,CUDJOE KEY,0.3410641849040985
25901,APALACHICOLA,0.044897738844156265
25902,OSCEOLA,0.0816202238202095
25903,OCALA,0.15788395702838898
25904,LOVEDALE,0.3265915513038635
25905,CROOM,0.44030216336250305
25906,GREEN SWAMP,0.23727083206176758
25907,PINELANDS,0.07508175820112228
25910,WEBB,0.2541431486606598
25911,CORBETT,0.2242136001586914
25912,HOLEY LAND,0.14151570200920105
25915,MERRITT ISL,0.1262843757867813
25916,RIDGE HARBOR,0.560549259185791
25917,OLUSTEE,0.13567975163459778
25918,WILDERNES PK,0.3990339934825897
25919,DUPUIS W.E.A,0.09943549335002899
25920,EGLIN A.F.B.,0.24119915068149567
25921,ST VINCENT I,0.030904198065400124
25922,CHASSAHOWITZ,0.424530565738678
27001,HARRIETTS BL,0.25876662135124207
27003,DARIEN,0.3600667417049408
27004,STOCKTON,0.42718932032585144
27005,BAXLEY,0.23641639947891235
27006,FOWLSTOWN,0.39404043555259705
27007,FITZGERALD,0.38588833808898926
27008,EVERETT CITY,0.41943100094795227
27009,COURTHOUSE,0.13097739219665527
27010,CUTHBERT,0.35166919231414795
27013,WRIGHTSVILLE,0.2932872176170349
27014,HAWKINSVILLE,0.294816255569458
27015,FORSYTH,0.21521329879760742
27016,CREST,0.3692781627178192
27018,NASHVILLE,0.47528430819511414
27020,MAXEYS,0.3447411060333252
27021,NEWTON,0.2906729578971863
27022,HOLLONVILLE,0.4929707944393158
27024,ATHENS,0.44294482469558716
27025,COTTON,0.45377710461616516
27026,OAKMAN,0.500554621219635
27027,CARTERSVILLE,0.5546666979789734
27028,HENDERSON,0.4380035996437073
27029,DOLES,0.3694165050983429
27030,BALDWIN,0.49464961886405945
27031,SILOAM,0.37883251905441284
27032,GROVETOWN,0.4189046621322632
27033,LACROSS,0.4140082001686096
27034,JACKSONBORO,0.20427685976028442
27035,MACON,0.4785417914390564
27036,BOWDON,0.4305878281593323
27037,LINWOOD,0.3817996084690094
27038,TAZEWELL,0.2490098774433136
27039,SHANNON,0.4512304365634918
27040,BAXTER,0.3642916679382324
27041,MOUNTAIN CTY,0.2986910343170166
27042,HOLLY SPRS,0.6617241501808167
27043,HIRAM,0.6056448817253113
27044,STOCKBRIDGE,0.607739269733429
